,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Method,br.....controller.ExceptionHandlingController.fileUpload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,8,,,3,6,0,,,,8,1,0,2,3,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.....controller.ExceptionHandlingController.handleAll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,8,,,3,6,0,,,,9,1,0,2,3,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.....controller.ExceptionHandlingController.handleResourceNotFound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,8,,,3,6,0,,,,9,1,0,2,3,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.....controller.ExceptionHandlingController.invalidJwtAuthentication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,1,,,,3,,,1,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.....controller.ExceptionHandlingController.notAllowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,0,,,,8,,,3,6,0,,,,9,1,0,2,3,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.....controller.ExceptionHandlingController.resourceAlreadyExist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,,,,8,,,3,6,0,,,,9,1,0,2,3,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,br.....controller.ImpactoController,1,1,1,1,5,0,5,0,1,17,17,0,,0,0,,,,5,2,,,,5,5,0,0,0,5,,52,,,,11,,,,41,,,17,16,0,,,,,,,15,24,9,,,16,,,,,,,,2,2,2,1,,1,1,,40,40,0.00,8,8,8,5
Public Method,br.....controller.ImpactoController.atualizar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,0,,,,9,,,1,6,0,,,,11,2,0,5,7,1,,,6,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,br.....controller.ImpactoController.cadastrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,4,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.....controller.ImpactoController.delete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,1,2,0,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,br.....controller.ImpactoController.find,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,0,,,,7,,,2,4,0,,,,4,2,0,3,5,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
